job_id,job_title,company_name,industry,location,job_type,experience_level,min_experience_years,education_required,required_skills,preferred_skills,salary_min_lkr,salary_max_lkr,posted_date,description
J0186,Cloud Engineer,WSO2,Technology,Negombo,Contract,Lead,9,PhD,"Go, Hadoop, C#, MongoDB, REST API, Matplotlib, Computer Vision",Redis,324261,332848,2025-12-31,"We are looking for a Lead-level Cloud Engineer to join our Technology team at WSO2. The ideal candidate will have strong skills in Go, Hadoop, C#. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Redis."
J0187,Product Marketing Manager,Nestlé Lanka,Marketing,Anuradhapura,Part-Time,Junior,1,Master's,"HubSpot, Data Analysis, Teamwork, Creativity, Salesforce, Communication","CRM, Social Media Marketing, Digital Marketing",73143,96640,2025-12-13,"We are looking for a Junior-level Product Marketing Manager to join our Marketing team at Nestlé Lanka. The ideal candidate will have strong skills in HubSpot, Data Analysis, Teamwork. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include CRM, Social Media Marketing."
J0188,Operations Analyst,Airport & Aviation Services,Operations,Hybrid,Part-Time,Junior,1,Diploma,"Risk Management, Teamwork, Vendor Management, PMP","Inventory Management, Problem Solving, Project Management, Data Analysis",62240,85430,2025-12-17,"We are looking for a Junior-level Operations Analyst to join our Operations team at Airport & Aviation Services. The ideal candidate will have strong skills in Risk Management, Teamwork, Vendor Management. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Inventory Management, Problem Solving."
J0189,SEO Analyst,John Keells Holdings,Marketing,Nuwara Eliya,Part-Time,Entry,0,Master's,"SQL, CRM, Campaign Management, Creativity, Data Analysis, Product Marketing","Email Marketing, HubSpot, Google Analytics, SEM",41693,59172,2026-03-28,"We are looking for a Entry-level SEO Analyst to join our Marketing team at John Keells Holdings. The ideal candidate will have strong skills in SQL, CRM, Campaign Management. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Email Marketing, HubSpot."
J0190,HR Generalist,Brandix Lanka,HR,Galle,Freelance,Lead,9,Master's,"Compensation & Benefits, Leadership, Interpersonal Skills, Data Analysis, Labor Law, Excel, Recruitment","Conflict Resolution, Communication, Workday, SAP HR",276931,373884,2025-12-04,"We are looking for a Lead-level HR Generalist to join our HR team at Brandix Lanka. The ideal candidate will have strong skills in Compensation & Benefits, Leadership, Interpersonal Skills. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Conflict Resolution, Communication."
J0191,Recruiter,Expolanka Holdings,HR,Colombo,Internship,Junior,1,PhD,"Conflict Resolution, Communication, Workday, HRIS, SAP HR, Excel, Compensation & Benefits, Data Analysis","Recruitment, Reporting, Leadership, Performance Management",76150,79619,2026-01-18,"We are looking for a Junior-level Recruiter to join our HR team at Expolanka Holdings. The ideal candidate will have strong skills in Conflict Resolution, Communication, Workday. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Recruitment, Reporting."
J0192,Product Marketing Manager,Aitken Spence,Marketing,Ampara,Freelance,Entry,0,PhD,"Campaign Management, Customer Segmentation, Adobe Creative Suite, Project Management, SEM, Teamwork, Salesforce, Brand Management, HubSpot, Excel","Product Marketing, A/B Testing, Google Analytics",37761,51090,2025-12-11,"We are looking for a Entry-level Product Marketing Manager to join our Marketing team at Aitken Spence. The ideal candidate will have strong skills in Campaign Management, Customer Segmentation, Adobe Creative Suite. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Product Marketing, A/B Testing."
J0193,Full Stack Developer,Calcey Technologies,Technology,Galle,Freelance,Mid,3,Bachelor's,"Redis, TensorFlow, C++","C#, Flask",126229,135781,2026-02-14,"We are looking for a Mid-level Full Stack Developer to join our Technology team at Calcey Technologies. The ideal candidate will have strong skills in Redis, TensorFlow, C++. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include C#, Flask."
J0194,Auditor,LB Finance,Finance,Jaffna,Contract,Junior,1,PhD,"Tax Planning, Portfolio Management, Auditing, Equity Research, IFRS, Analytical Thinking, SQL, VBA, Attention to Detail",Excel,73763,98950,2026-02-19,"We are looking for a Junior-level Auditor to join our Finance team at LB Finance. The ideal candidate will have strong skills in Tax Planning, Portfolio Management, Auditing. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Excel."
J0195,HR Business Partner,Dialog Axiata,HR,Negombo,Internship,Junior,1,PhD,"Compensation & Benefits, Onboarding, HR Management",Employee Relations,63816,83356,2026-01-24,"We are looking for a Junior-level HR Business Partner to join our HR team at Dialog Axiata. The ideal candidate will have strong skills in Compensation & Benefits, Onboarding, HR Management. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Employee Relations."
J0196,Risk Analyst,Pan Asia Bank,Finance,Kandy,Internship,Lead,9,Diploma,"Auditing, Attention to Detail, Financial Modeling, GAAP, Teamwork","Financial Reporting, Data Analysis",252715,390655,2025-12-03,"We are looking for a Lead-level Risk Analyst to join our Finance team at Pan Asia Bank. The ideal candidate will have strong skills in Auditing, Attention to Detail, Financial Modeling. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Financial Reporting, Data Analysis."
J0197,DevOps Engineer,Codegen International,Technology,Hybrid,Full-Time,Junior,1,High School,"PyTorch, Communication, React, Scrum, Statistics","Azure, Keras, Deep Learning",58600,85633,2026-01-26,"We are looking for a Junior-level DevOps Engineer to join our Technology team at Codegen International. The ideal candidate will have strong skills in PyTorch, Communication, React. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Azure, Keras."
J0198,Financial Analyst,LOLC Finance,Finance,Vavuniya,Part-Time,Mid,3,High School,"SQL, Attention to Detail, Fixed Income, Power BI, Investment Analysis, Python, Tableau, Communication, Teamwork, Derivatives","Equity Research, Tax Planning, R",100937,165474,2025-12-13,"We are looking for a Mid-level Financial Analyst to join our Finance team at LOLC Finance. The ideal candidate will have strong skills in SQL, Attention to Detail, Fixed Income. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Equity Research, Tax Planning."
J0199,NLP Engineer,WSO2,Technology,Matara,Internship,Mid,3,Diploma,"Scala, React, NumPy, A/B Testing, Communication, Data Visualization, Statistics",Excel,121930,145522,2026-02-14,"We are looking for a Mid-level NLP Engineer to join our Technology team at WSO2. The ideal candidate will have strong skills in Scala, React, NumPy. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Excel."
J0200,Logistics Coordinator,John Keells Logistics,Operations,Nuwara Eliya,Part-Time,Manager,10,Master's,"Excel, Project Management, Process Improvement, Supply Chain Management, Problem Solving, Data Analysis, PMP","Risk Management, Communication, ISO, Oracle",348702,540655,2025-11-04,"We are looking for a Manager-level Logistics Coordinator to join our Operations team at John Keells Logistics. The ideal candidate will have strong skills in Excel, Project Management, Process Improvement. You will work on exciting projects and collaborate with cross-functional teams. Preferred skills include Risk Management, Communication."
